         0          0          0
      0.25          0          0
       0.5          0          0
      0.75          0          0
         1          0          0
      1.25          0          0
       1.5          0          0
      1.75          0          0
         2          0          0
      2.25          0          0
       2.5          0          0
      2.75          0          0
         3          0          0
      3.25          0          0
       3.5          0          0
      3.75          0          0
         4          0          0
      4.25          0          0
       4.5          0          0
      4.75          0          0
         5          0          0
      5.25          0          0
       5.5          0          0
      5.75          0          0
         6          0          0
      6.25          0          0
       6.5          0          0
      6.75          0          0
         7          0          0
      7.25          0          0
       7.5          0          0
      7.75          0          0
         8          0          0
      8.25          0          0
       8.5          0          0
      8.75          0          0
         9          0          0
      9.25          0          0
       9.5          0          0
      9.75          0          0
        10          0          0
     10.25          0          0
      10.5          0          0
     10.75          0          0
        11          0          0
     11.25          0          0
      11.5          0          0
     11.75          0          0
        12          0          0
     12.25          0          0
      12.5          0          0
     12.75          0          0
        13          0          0
     13.25          0          0
      13.5          0          0
     13.75          0          0
        14          0          0
     14.25          0          0
      14.5          0          0
     14.75          0          0
        15          0          0
     15.25          0          0
      15.5          0          0
     15.75          0          0
        16          0          0
     16.25          0          0
      16.5          0          0
     16.75          0          0
        17          0          0
     17.25          0          0
      17.5          0          0
     17.75          0          0
        18          0          0
     18.25          0          0
      18.5          0          0
     18.75          0          0
        19          0          0
     19.25          0          0
      19.5          0          0
     19.75          0          0
        20 -6.149569043e-24 -1.138973161e-24
     20.25 -7.305592801e-24 -1.547968138e-23
      20.5 4.929312509e-24 3.053834821e-25
     20.75 2.808220689e-23 2.15013388e-23
        21 1.395316406e-23 -2.031231129e-23
     21.25 -3.367834636e-24 3.550928211e-23
      21.5 2.060036206e-24 -1.503859322e-23
     21.75 -1.156126074e-23 2.973647196e-24
        22 -2.207536322e-23 5.562341936e-25
     22.25 -9.481299752e-24 2.839175517e-23
      22.5 -1.344969895e-23 -1.59710844e-24
     22.75 -2.322391418e-23 -1.07519332e-24
        23 6.797690073e-24 6.270425859e-25
     23.25 -1.598274607e-23 1.553228115e-23
      23.5 1.705282198e-23 -8.220450657e-24
     23.75 2.761641867e-24 -5.069909461e-26
        24 1.059427854e-23 6.90478155e-24
     24.25 -1.323514848e-23 1.187770786e-23
      24.5 6.302179246e-24 -1.34843012e-23
     24.75 6.960698786e-24 -2.49994184e-24
        25 1.590475917e-23 3.130211923e-24
     25.25 2.434359808e-23 -1.320803288e-23
      25.5 2.317329385e-23 -4.751531267e-24
     25.75 -4.638301735e-24 -4.015408225e-24
        26 -5.126732107e-24 -1.639854596e-23
     26.25 -2.54612466e-24 -8.712055522e-24
      26.5 2.710078571e-24 -1.362290642e-23
     26.75 9.389967692e-25 1.926135676e-23
        27 -1.043783737e-23 -1.509754729e-23
     27.25 1.527554724e-23 -6.314738437e-24
      27.5 1.368255864e-23 -3.999481117e-24
     27.75 -4.974648941e-24 1.301046125e-23
        28 -1.499036085e-23 -1.040810239e-23
     28.25 -1.63670194e-23 1.517069165e-23
      28.5 -9.582658451e-24 -1.619061309e-23
     28.75 4.241555858e-24 -1.071285981e-23
        29 -6.479382831e-24 4.917439518e-24
     29.25 -2.660018187e-24 -6.724850808e-24
      29.5 1.460478091e-23 -2.257850612e-24
     29.75 5.760138593e-24 1.648653631e-23
        30 5.778433775e-24 1.024026917e-23
